TransactionID,AccountID,TransactionType,Amount,TransactionDate
106331,1262,Debit,190454.92,2021-05-22
179662,1191,Credit,314985.54,2022-08-20
137325,112,Debit,179300.99,2019-11-01
147715,33,Credit,340130.85,2021-03-06
165975,1327,Credit,602366.81,2021-07-01
190677,223,Debit,342078.34,2020-07-23
177693,1081,Credit,247821.96,2020-02-24
106156,926,Debit,332385.84,2023-09-27
113282,1127,Debit,110166.34,2019-12-30
158673,684,Credit,919853.49,2022-12-16
172656,902,Credit,744828.73,2021-04-13
106473,22,Credit,513073.07,2020-07-03
136035,487,Debit,200852.02,2024-01-08
191153,866,Debit,541907.21,2020-07-21
134093,937,Debit,614148.71,2020-06-19
171302,63,Debit,589331.57,2020-07-30
118881,238,Debit,930283.13,2023-08-01
169302,19,Debit,535508.97,2021-05-02
126806,1391,Debit,605089.84,2023-05-14
135131,1003,Debit,134933.94,2021-04-13
187555,883,Credit,207096.47,2021-05-06
160322,177,Debit,627847.0,2022-05-17
165766,1379,Debit,515946.09,2021-02-12
178031,1304,Credit,192645.91,2020-02-23
156138,765,Debit,648317.62,2020-10-11
146663,883,Credit,949871.41,2022-08-17
167690,1202,Credit,140479.42,2020-07-22
145472,1001,Credit,936019.05,2020-01-19
113389,1229,Debit,545754.42,2022-05-06
128909,854,Debit,657442.55,2019-10-18
157318,735,Credit,635987.42,2022-02-02
115356,408,Debit,354664.4,2022-04-16
128444,1446,Debit,996308.36,2022-10-25
194356,525,Credit,830206.18,2022-02-04
183192,414,Credit,633916.63,2020-09-11
106049,755,Credit,617546.75,2020-09-06
125983,1321,Credit,708812.21,2019-10-12
117248,773,Credit,208448.67,2020-03-07
143219,1337,Debit,48476.51,2023-02-12
131719,596,Credit,886976.36,2022-11-08
114546,1031,Credit,771938.37,2021-03-19
161545,51,Debit,47953.15,2022-09-07
156163,846,Debit,389788.85,2022-01-22
198336,1393,Debit,987813.44,2023-10-18
118461,824,Debit,697633.01,2020-11-24
112905,568,Debit,643610.75,2022-03-13
130479,15,Credit,530802.1,2020-08-20
135125,243,Debit,457811.02,2022-05-03
182671,1150,Debit,722634.88,2020-06-06
149065,1318,Debit,743418.69,2023-10-30
197784,980,Debit,273153.39,2022-12-30
113995,1293,Debit,807594.08,2019-09-01
161538,926,Credit,537121.93,2020-08-03
140661,940,Debit,168149.19,2020-07-28
196415,366,Credit,338.72,2023-11-18
163568,115,Credit,811805.15,2022-10-11
161412,1141,Credit,561148.49,2019-11-29
186244,1084,Credit,775310.04,2021-03-13
108607,829,Debit,905303.96,2022-02-03
188443,1248,Debit,973111.23,2021-07-21
192614,902,Credit,708617.02,2021-05-10
127556,722,Debit,383507.92,2022-06-06
159496,1051,Debit,469722.14,2020-06-07
147315,1182,Credit,896969.52,2019-11-14
181430,156,Debit,639792.08,2021-08-04
185009,520,Credit,481594.1,2021-04-29
167265,37,Debit,366889.56,2023-01-14
137674,1017,Debit,583705.26,2019-12-09
134633,1061,Debit,807661.09,2020-02-23
186460,805,Credit,766045.24,2021-10-10
187330,1071,Debit,592670.65,2021-07-09
159124,276,Debit,620854.99,2021-03-03
128758,1091,Credit,933798.45,2021-03-08
195099,1222,Debit,576142.82,2022-03-29
178464,1163,Credit,977550.13,2023-04-04
165868,787,Credit,125151.04,2021-01-27
175367,372,Debit,241796.43,2019-05-19
116867,1392,Debit,871121.04,2019-05-07
114454,1085,Debit,359665.77,2022-10-14
153734,1263,Debit,276346.81,2021-01-14
146707,1482,Debit,183159.68,2023-11-21
157080,955,Credit,568596.89,2020-07-12
109053,542,Credit,433003.31,2021-06-09
195089,1015,Credit,387110.65,2023-06-24
154680,160,Credit,834072.61,2021-11-13
193616,1308,Credit,557816.75,2019-10-20
112856,828,Credit,255889.32,2020-03-26
184748,1246,Debit,836468.3,2022-11-25
174663,1100,Debit,808799.51,2021-01-17
130253,347,Debit,217800.04,2021-11-14
147168,705,Credit,733234.75,2024-01-30
152063,548,Debit,2684.21,2023-12-19
185181,1276,Debit,896947.58,2021-10-27
123789,1288,Debit,236958.98,2021-12-13
110101,1217,Credit,738826.32,2021-12-11
155466,1076,Debit,15064.6,2020-04-29
126735,234,Credit,714010.86,2023-08-18
147425,504,Debit,617884.33,2021-09-20
184490,640,Debit,326099.87,2019-06-12
182275,1147,Debit,211002.13,2023-08-29
129923,893,Debit,485322.8,2021-10-07
142042,11,Debit,855246.4,2022-03-16
128356,1379,Debit,477579.78,2020-07-05
171179,1157,Credit,751229.98,2023-10-11
120457,354,Credit,138405.24,2023-01-25
105538,75,Credit,159705.88,2022-08-16
155731,609,Debit,700542.36,2019-07-10
141606,790,Credit,280336.54,2021-02-21
176005,246,Credit,781134.61,2022-03-29
144534,700,Debit,617625.3,2022-01-21
182664,1213,Debit,465216.82,2023-11-18
124760,753,Credit,360420.21,2023-07-24
182570,777,Credit,664951.16,2020-03-07
118849,1488,Credit,935292.59,2021-07-29
118195,183,Credit,256599.82,2022-06-18
108985,771,Debit,511451.08,2021-12-12
178832,1149,Credit,596319.71,2020-11-18
126099,847,Debit,417741.78,2022-10-03
138201,1312,Debit,610518.67,2022-03-07
132861,375,Credit,207041.3,2024-03-14
138288,177,Credit,767339.22,2023-03-13
162586,245,Credit,167645.12,2020-04-16
146015,728,Credit,171365.3,2021-04-13
170565,604,Credit,591743.31,2022-08-10
195174,307,Debit,677847.96,2019-06-22
108789,777,Credit,869265.3,2023-06-13
185596,917,Credit,365996.87,2019-06-09
163748,853,Debit,976669.01,2019-08-21
114159,491,Debit,899974.32,2020-12-11
189776,273,Credit,657006.84,2022-02-13
143506,1012,Debit,237204.35,2021-09-19
175743,377,Debit,716858.21,2023-05-31
142250,49,Credit,108348.35,2021-08-28
172866,764,Credit,177317.09,2022-12-23
185544,1409,Credit,128254.73,2020-06-09
119405,118,Debit,401654.3,2022-09-13
168269,1024,Debit,971482.68,2022-11-30
127138,168,Debit,236543.54,2022-05-03
175192,86,Debit,237675.79,2022-12-15
146949,605,Debit,683142.15,2020-07-27
102226,282,Debit,728448.99,2024-03-12
166422,141,Credit,671874.78,2022-06-02
129886,1305,Debit,728062.05,2019-10-22
111197,1095,Debit,686162.52,2021-04-28
142311,72,Debit,284495.76,2020-11-15
169311,320,Debit,948030.37,2023-07-13
159135,630,Debit,85815.81,2019-07-09
189986,277,Debit,355215.78,2019-12-04
138440,821,Credit,70456.3,2022-01-16
104454,1014,Credit,90551.38,2020-12-23
164929,397,Debit,352987.85,2021-11-30
129401,382,Debit,70836.23,2022-02-08
197348,1367,Credit,750532.11,2023-07-11
139793,1113,Debit,335929.86,2021-05-12
170106,1036,Debit,804497.49,2022-11-17
164693,189,Credit,557140.62,2022-02-01
134384,241,Credit,470109.92,2022-01-24
165179,1179,Debit,727772.27,2024-02-22
189290,152,Debit,423981.21,2020-09-07
155661,747,Debit,394612.13,2020-04-26
175087,539,Debit,199646.21,2020-09-18
129647,334,Credit,153494.76,2019-04-17
158359,1070,Credit,797326.89,2020-12-29
159888,752,Credit,789083.54,2022-03-31
160422,1475,Debit,70133.82,2022-01-21
155164,459,Credit,783660.14,2023-05-11
159020,16,Debit,389780.72,2020-04-30
100970,511,Debit,439567.13,2023-09-12
159794,947,Credit,548292.27,2022-04-08
186857,386,Credit,258879.87,2023-03-15
133875,709,Credit,656703.36,2023-09-16
118021,989,Debit,804902.04,2023-09-29
147674,1243,Debit,41063.12,2022-06-14
103013,1366,Debit,284872.91,2019-06-04
170933,1353,Debit,669567.93,2019-06-12
154286,973,Debit,679099.73,2023-03-22
137619,398,Debit,638219.64,2020-05-30
125084,750,Credit,438198.01,2023-03-17
198285,895,Debit,746247.73,2022-04-06
172835,21,Credit,169108.8,2021-04-03
195683,1472,Credit,696901.6,2022-09-19
162070,301,Credit,345325.22,2019-06-04
148883,1227,Debit,978520.37,2019-11-28
198540,1254,Credit,200368.69,2019-12-06
176473,814,Debit,240969.13,2024-04-03
146889,1154,Debit,870190.44,2019-09-04
198503,548,Debit,632536.39,2021-07-09
128425,258,Credit,434794.59,2020-12-13
128593,1388,Credit,779464.58,2023-07-05
191969,1128,Credit,135263.47,2021-01-02
131247,1354,Credit,98464.66,2022-05-06
182347,1469,Credit,574410.16,2021-02-18
145967,256,Credit,315835.92,2022-02-08
121619,1142,Credit,813614.75,2020-09-15
140583,956,Credit,816216.78,2024-03-08
171902,275,Credit,419704.78,2023-01-15
133453,1437,Credit,212502.49,2023-02-15
115088,851,Debit,106163.22,2022-01-08
129464,482,Credit,912613.25,2021-09-09
106862,614,Credit,255127.67,2021-08-05
127368,1401,Credit,186043.53,2021-07-07
195318,504,Debit,818839.65,2021-07-01
134896,1054,Debit,636434.01,2020-07-06
192622,1086,Debit,728297.44,2023-03-31
116831,267,Debit,703247.1,2019-11-24
135296,1257,Debit,563341.06,2022-11-13
158004,60,Credit,370240.06,2022-08-22
191713,62,Debit,821242.97,2019-12-24
147573,58,Debit,295217.5,2021-05-06
138445,1221,Credit,867477.24,2024-03-18
188296,193,Debit,16614.57,2023-02-19
158068,1186,Credit,250801.49,2021-11-07
130401,947,Debit,969613.63,2022-04-18
102078,889,Debit,235435.04,2023-12-03
109430,1344,Debit,665783.12,2019-11-23
107993,63,Credit,224191.56,2022-07-14
126667,612,Debit,372042.69,2023-06-04
178707,997,Debit,465421.79,2020-09-03
197391,167,Debit,945344.06,2021-02-06
132787,1357,Debit,228548.53,2020-04-29
149559,1140,Debit,398224.7,2019-10-18
137754,1288,Credit,526092.2,2019-12-20
184224,1077,Credit,325632.22,2021-07-15
123829,1053,Debit,427930.27,2024-01-10
167817,661,Credit,851897.5,2019-08-01
118239,190,Credit,373770.83,2020-04-08
199503,1386,Credit,646841.15,2019-06-30
161654,1253,Credit,992907.65,2021-03-30
157439,420,Credit,238105.35,2020-10-24
199222,717,Credit,934907.6,2023-05-09
162232,1185,Credit,390830.2,2019-07-02
175527,884,Credit,556729.56,2019-08-27
191480,1358,Debit,604850.17,2024-01-29
193737,932,Debit,774874.23,2024-01-12
131154,1345,Debit,175752.25,2021-04-13
130126,1470,Debit,656395.15,2020-12-30
115118,1430,Credit,755787.75,2022-04-07
125960,648,Debit,986738.9,2022-10-30
171778,249,Credit,913120.3,2020-04-25
113298,669,Credit,926168.89,2022-01-25
129505,54,Debit,80004.99,2020-03-13
152722,1079,Credit,818441.17,2022-11-10
155193,1495,Credit,106266.23,2019-08-31
135068,37,Debit,557481.17,2020-05-31
134188,712,Credit,955540.27,2023-11-28
158580,591,Debit,882408.79,2019-12-25
129753,1198,Debit,330484.95,2019-10-28
177465,310,Debit,205287.32,2020-08-21
111274,1160,Debit,573372.54,2023-08-26
188194,607,Credit,629378.52,2020-07-02
160436,556,Debit,823777.04,2024-03-15
110470,828,Credit,24664.3,2021-10-26
186400,767,Credit,208883.55,2019-11-22
192971,1107,Credit,650151.02,2022-07-07
168247,290,Debit,732570.89,2022-03-24
127771,540,Credit,564255.74,2019-07-22
107308,1382,Debit,905563.85,2022-01-30
122509,310,Debit,771673.28,2022-02-17
159031,466,Debit,305903.55,2024-03-27
147776,710,Debit,935906.54,2022-11-21
107421,1072,Debit,62965.37,2019-11-06
128324,215,Credit,202583.56,2023-06-22
197512,431,Credit,791007.71,2019-05-01
149502,1032,Debit,914046.53,2023-10-20
161890,187,Credit,8995.49,2021-06-18
199902,807,Credit,882249.01,2021-07-04
136411,715,Debit,123642.23,2020-02-26
153139,386,Credit,642757.31,2019-07-01
180104,1400,Credit,784774.77,2024-02-21
150031,213,Debit,525631.21,2022-03-20
160738,382,Credit,977872.79,2019-09-15
191509,1373,Credit,471841.78,2022-11-06
173289,568,Credit,906557.15,2023-03-25
152128,1282,Debit,420411.74,2024-03-13
106559,448,Credit,788700.83,2022-01-29
172846,644,Credit,483285.24,2022-09-07
167418,854,Debit,380582.18,2022-12-04
110290,735,Debit,797658.79,2021-11-22
123956,666,Debit,118384.3,2019-10-29
137400,549,Debit,419680.75,2019-09-30
170225,162,Debit,309634.1,2020-12-19
139323,1068,Debit,603834.29,2020-05-26
183513,613,Credit,569542.72,2020-08-24
163188,446,Debit,711098.46,2021-01-08
154784,1206,Credit,574283.65,2020-06-13
190571,1447,Credit,754009.65,2019-05-22
147484,16,Debit,202155.21,2022-03-19
119384,966,Debit,257498.69,2023-04-01
160825,329,Debit,46296.64,2023-12-25
176997,784,Debit,420648.22,2022-12-15
157704,899,Debit,810766.72,2020-07-24
143205,676,Debit,562499.57,2019-08-01
106280,438,Credit,453432.12,2020-05-13
100408,624,Credit,557014.52,2021-09-23
169353,1078,Credit,935970.54,2023-03-29
131774,1058,Credit,851121.74,2020-02-27
163690,1056,Debit,832733.49,2023-02-08
186568,1090,Credit,688647.4,2021-12-17
129450,434,Credit,975817.01,2023-12-21
190863,521,Debit,361963.05,2020-11-23
155653,842,Debit,557917.8,2023-01-07
182625,1083,Credit,239529.02,2020-06-17
184435,268,Credit,379842.4,2021-08-16
173106,82,Debit,662431.99,2020-12-15
179825,4,Credit,547998.09,2022-04-29
195067,1494,Debit,126715.18,2021-09-09
116461,69,Debit,786668.11,2022-08-29
173949,904,Debit,959891.85,2023-02-23
170373,695,Debit,854846.99,2022-12-27
105931,1286,Credit,276456.21,2022-12-18
167082,104,Credit,733997.15,2023-06-17
113458,31,Debit,344439.69,2022-07-31
137438,390,Debit,88952.06,2019-10-31
181310,1141,Credit,443277.97,2024-01-29
137376,412,Credit,74583.39,2024-01-19
174843,1248,Debit,467550.81,2020-05-14
175125,743,Debit,900760.45,2019-06-27
195382,85,Credit,858337.59,2020-05-13
165150,1200,Credit,242423.17,2019-12-01
119955,329,Credit,522122.63,2020-06-27
129312,709,Debit,194616.17,2022-09-27
108336,931,Debit,32157.14,2022-12-09
166023,1021,Credit,70868.24,2023-05-19
192353,1183,Debit,998595.36,2020-10-05
106430,1344,Debit,816172.73,2021-05-02
157283,832,Credit,797453.94,2023-06-26
179579,559,Debit,877870.07,2019-05-13
180239,644,Debit,780261.99,2023-12-11
172619,175,Credit,879270.12,2023-04-13
120753,462,Debit,795311.85,2020-01-28
190307,1253,Debit,583255.46,2020-02-04
199357,835,Debit,77964.08,2020-02-21
193696,599,Credit,322209.94,2021-02-27
124845,38,Credit,795190.12,2019-07-12
107793,396,Debit,914704.17,2021-11-19
177960,510,Debit,273757.8,2021-11-23
152471,1478,Credit,900803.93,2019-05-31
120894,345,Debit,586711.2,2020-02-20
161033,162,Debit,755152.77,2023-03-05
184421,242,Credit,989596.38,2023-07-13
186617,268,Debit,242963.45,2019-10-15
129948,770,Debit,866940.7,2021-10-19
126499,1259,Debit,516040.98,2022-10-15
132664,414,Debit,823351.41,2022-09-22
111092,1469,Debit,34729.21,2022-10-13
178617,1467,Debit,931035.93,2019-08-26
120092,613,Debit,933528.67,2019-05-02
171612,24,Debit,25228.13,2022-09-01
122520,1462,Debit,668210.87,2023-06-21
136571,24,Debit,667382.09,2021-05-18
154207,321,Credit,770754.6,2022-05-19
133142,1331,Debit,273740.4,2023-12-03
150355,1099,Debit,858242.9,2022-04-23
107256,233,Credit,457794.49,2021-06-28
145725,1097,Credit,214445.95,2021-02-28
101884,286,Debit,902044.99,2024-02-14
184063,1126,Credit,529015.59,2020-02-18
141862,1457,Debit,862803.01,2022-08-13
108988,210,Credit,730912.93,2022-03-29
160145,945,Credit,745011.65,2020-04-07
142234,21,Debit,670096.54,2022-11-02
114072,794,Debit,198424.75,2022-03-14
190461,991,Debit,973073.46,2023-01-25
100641,95,Credit,457348.52,2020-10-08
176993,1301,Debit,298949.42,2021-07-05
159572,353,Debit,648955.92,2023-12-16
187702,1303,Credit,660311.66,2023-04-17
163378,449,Debit,677952.24,2022-01-06
162350,371,Debit,108418.64,2024-03-06
130765,1285,Debit,887067.24,2023-08-17
182806,1170,Credit,896074.69,2022-07-30
171511,54,Debit,797759.34,2023-02-09
195934,366,Credit,397236.92,2023-05-29
120702,281,Debit,636649.33,2021-01-24
192251,1308,Credit,702775.21,2021-04-21
148474,401,Debit,728634.79,2022-10-20
148889,1100,Credit,500058.74,2019-10-11
119913,1001,Credit,106696.94,2022-10-09
112653,267,Debit,539255.6,2023-08-09
156209,356,Credit,371628.67,2020-05-20
115495,1292,Debit,951581.72,2019-10-27
140476,1230,Credit,187335.86,2022-08-28
156317,1290,Credit,284532.68,2019-10-24
171241,559,Credit,523771.96,2022-05-06
124066,80,Debit,421892.57,2023-07-01
140597,570,Debit,918335.36,2023-04-28
169795,1491,Debit,386042.26,2020-11-28
186359,619,Credit,731284.8,2022-08-03
104764,122,Credit,888259.1,2023-01-29
137006,986,Credit,788545.08,2019-06-03
197873,1154,Debit,424164.16,2020-12-26
147380,1181,Credit,997622.61,2021-04-06
147854,525,Debit,508253.94,2020-06-08
179014,345,Debit,728587.2,2019-07-12
171221,1446,Debit,173464.16,2020-11-25
157191,766,Debit,719670.34,2022-02-23
146169,79,Credit,769756.59,2019-08-13
125431,135,Credit,539427.28,2022-05-12
184739,5,Credit,926670.3,2022-03-05
184552,129,Debit,625379.08,2022-12-18
133048,811,Credit,21569.72,2023-02-05
141833,255,Credit,209384.48,2023-08-07
127929,1248,Debit,312169.35,2020-10-14
144132,471,Credit,688393.42,2019-07-12
104447,178,Debit,318394.22,2023-06-29
125664,647,Credit,677835.58,2023-11-29
106645,439,Debit,687246.55,2020-05-08
101365,1446,Credit,861774.58,2020-05-19
114446,321,Debit,978773.81,2019-04-16
107215,1269,Debit,315651.61,2024-03-01
163039,1377,Credit,699596.09,2022-08-14
113163,1251,Debit,289632.07,2023-04-06
118066,230,Debit,310732.37,2020-03-20
191616,541,Debit,887054.3,2023-09-29
198311,290,Credit,322623.86,2020-02-04
137760,1335,Debit,278609.88,2021-06-17
146836,792,Debit,894192.15,2021-11-08
177281,151,Credit,552327.24,2019-12-29
137107,1009,Credit,588459.91,2021-06-08
169267,688,Credit,165933.6,2022-11-25
100184,692,Debit,403025.14,2020-03-05
153995,549,Debit,501705.74,2023-08-06
153213,563,Credit,861827.92,2022-05-01
186577,674,Credit,798215.93,2023-01-05
103173,307,Credit,837376.33,2021-12-05
154410,72,Debit,537543.79,2021-10-09
131289,866,Credit,104209.24,2019-05-03
175138,1419,Debit,929704.03,2021-11-15
149968,1092,Credit,794587.01,2020-03-19
122589,132,Debit,48196.19,2022-10-18
174339,916,Debit,200602.86,2023-03-18
157915,774,Debit,693479.22,2021-08-04
119878,603,Debit,607634.48,2022-03-26
152884,549,Debit,33381.85,2022-12-20
143648,571,Debit,848334.13,2021-12-23
155604,644,Credit,236552.55,2019-08-19
178128,1242,Debit,548151.7,2022-05-30
199179,852,Credit,36975.77,2023-09-30
150376,591,Debit,289656.41,2021-02-01
182814,214,Debit,782209.44,2023-05-09
139696,1239,Debit,132446.44,2020-03-23
151763,1286,Credit,893889.17,2020-04-03
199948,1177,Debit,93284.42,2019-10-21
118566,403,Credit,410913.32,2023-08-02
126725,1366,Debit,698029.22,2022-03-22
138630,1091,Credit,96894.81,2021-04-12
149689,1488,Debit,885782.15,2023-11-03
129382,1417,Credit,916225.89,2021-06-22
174271,197,Debit,751154.38,2019-07-01
186867,999,Debit,903171.58,2023-01-22
147092,969,Credit,532614.24,2022-03-02
120396,700,Debit,755873.6,2019-06-07
104299,639,Debit,27045.19,2022-02-13
181283,1327,Credit,68401.24,2021-02-28
115554,1035,Debit,672273.41,2022-10-25
180772,497,Debit,723715.65,2023-09-10
178922,1157,Credit,375813.23,2023-05-06
168270,159,Credit,601874.34,2019-07-12
195039,1411,Debit,468874.14,2020-10-29
135215,180,Credit,692400.99,2020-07-29
121554,1439,Debit,141858.52,2022-01-02
155441,1318,Credit,824259.77,2019-05-30
135448,1158,Credit,505198.07,2021-04-01
160842,1322,Debit,386082.32,2021-10-28
104186,34,Credit,30933.16,2020-03-11
154062,928,Credit,844923.21,2020-07-08
197387,819,Credit,500269.5,2023-05-22
173272,1165,Debit,406196.84,2021-01-06
198033,1263,Debit,217793.89,2021-07-28
149935,1290,Debit,699778.0,2019-12-22
135003,635,Debit,210360.62,2023-01-18
141304,567,Debit,121242.13,2020-06-24
146953,1467,Credit,618776.89,2020-05-26
117138,1276,Credit,99892.85,2019-10-28
128271,668,Debit,518742.31,2022-03-07
153363,1421,Debit,254752.01,2019-05-25
138902,437,Debit,73755.13,2022-01-05
173770,120,Credit,509199.35,2019-10-21
189558,782,Credit,761534.56,2021-11-04
150026,1173,Credit,330738.63,2019-05-13
196142,108,Credit,533698.79,2019-07-13
193612,967,Debit,270034.29,2022-02-13
168939,1322,Debit,434510.81,2022-10-26
119488,6,Credit,340469.3,2020-12-12
123770,394,Credit,773277.97,2019-12-08
118983,38,Debit,227631.35,2023-09-20
107757,911,Credit,645049.69,2021-10-24
142344,621,Credit,813497.7,2019-05-13
155538,38,Credit,84465.92,2022-04-08
137141,409,Debit,298399.58,2021-08-01
113027,450,Debit,602370.37,2022-03-14
112498,1215,Credit,798783.69,2021-08-11
177527,845,Debit,754512.6,2019-08-03
105094,1389,Debit,769052.41,2024-01-31
163786,1023,Credit,165882.5,2023-11-10
115350,1324,Debit,635900.81,2022-09-12
166737,1204,Debit,120248.4,2020-08-24
141178,903,Debit,555280.72,2019-08-01
199951,228,Debit,525462.81,2020-12-12
176939,359,Debit,690404.72,2021-10-26
198616,1294,Credit,516801.95,2024-01-22
100738,184,Credit,244145.24,2021-01-20
174354,986,Credit,270700.16,2023-10-10
135124,94,Debit,643214.01,2020-04-02
129820,683,Credit,309410.85,2022-06-27
194130,173,Credit,548816.86,2022-06-11
149170,1166,Credit,236939.6,2023-11-23
124419,520,Debit,879730.14,2023-09-14
195728,1305,Credit,887498.69,2020-02-07
130801,1089,Credit,98358.63,2022-04-18
185317,391,Credit,227597.7,2021-12-19
189787,554,Debit,342602.6,2024-02-14
146244,157,Debit,609059.69,2023-05-20
114091,50,Debit,670941.13,2019-10-24
120677,873,Debit,174660.57,2019-08-03
183238,318,Credit,591901.66,2022-12-26
190878,262,Credit,171266.32,2023-12-21
144428,735,Debit,776326.93,2022-01-19
101094,532,Debit,718475.49,2023-02-06
128631,155,Debit,382326.25,2024-01-29
107437,1449,Debit,333502.98,2023-10-21
167597,1003,Credit,278347.14,2024-01-31
186521,1052,Debit,653758.54,2019-04-23
188364,733,Debit,91396.69,2020-04-14
129336,1249,Credit,607056.65,2023-11-13
139017,566,Credit,88900.31,2022-11-28
163706,1482,Debit,129690.85,2023-04-16
142745,905,Debit,848766.97,2023-09-25
137504,1354,Debit,945062.54,2019-11-02
172521,1129,Credit,103459.03,2019-07-06
168776,1360,Debit,384896.64,2019-10-15
141476,61,Debit,669614.56,2022-01-24
142645,1343,Debit,312702.71,2023-05-26
175297,1,Credit,364523.8,2020-03-19
149380,212,Credit,698323.96,2023-03-11
118746,1414,Credit,139742.96,2023-06-28
164002,1112,Credit,820178.35,2019-07-25
187348,437,Debit,909982.53,2023-07-19
132917,774,Debit,994340.71,2021-02-02
151332,870,Debit,216545.15,2023-12-24
112618,287,Debit,975389.97,2021-01-04
157997,1112,Credit,669998.3,2020-10-09
192477,947,Debit,199505.19,2023-02-14
133473,536,Debit,859648.61,2022-02-27
136295,456,Debit,906786.19,2022-05-13
107513,132,Debit,222444.03,2020-01-04
106598,1049,Credit,890268.8,2023-11-12
196024,1140,Debit,718605.45,2021-11-29
160837,294,Debit,890139.85,2021-01-23
128218,57,Credit,906325.69,2021-09-12
129337,890,Credit,162187.39,2022-12-13
183646,178,Credit,727489.82,2022-08-05
123860,43,Credit,241662.59,2023-05-14
188516,1167,Debit,543488.82,2019-07-31
111103,1285,Debit,542568.0,2022-06-15
180459,590,Credit,60910.13,2023-04-23
121067,571,Credit,283391.28,2019-10-07
154877,356,Debit,929016.6,2020-05-10
198066,639,Credit,353313.82,2020-05-30
139411,1393,Debit,107353.87,2023-11-17
192293,111,Credit,702949.68,2021-04-30
124747,26,Credit,235529.81,2021-08-20
181723,1139,Credit,926936.15,2021-02-04
183153,494,Debit,151811.91,2022-12-06
158864,733,Credit,853836.04,2022-10-03
184780,1309,Debit,484018.28,2020-12-27
112721,1227,Credit,474640.22,2022-12-27
130547,419,Debit,928130.83,2022-05-21
191096,1121,Credit,684738.4,2021-12-02
169548,661,Debit,117255.52,2022-07-14
192793,312,Debit,482512.86,2020-02-12
197198,1431,Debit,605098.09,2023-02-05
108727,1384,Debit,210158.61,2023-07-17
142072,1291,Credit,831322.21,2024-02-15
115243,59,Credit,977868.11,2023-03-09
176777,424,Debit,363913.02,2019-10-19
159994,297,Debit,263288.18,2020-01-24
163546,227,Debit,741471.15,2022-12-30
180884,529,Debit,910623.48,2021-04-05
110347,324,Debit,68018.39,2023-12-07
111607,885,Credit,498561.9,2020-12-29
100001,329,Debit,688474.43,2024-02-28
107358,519,Credit,152885.8,2022-04-21
194423,297,Debit,954038.05,2019-06-13
108014,166,Debit,323976.43,2020-03-04
181502,1415,Debit,199588.58,2022-11-12
170935,335,Credit,929029.53,2019-06-06
197183,1371,Credit,182535.45,2019-06-21
176393,154,Debit,794842.55,2019-06-29
134284,824,Debit,108379.24,2022-04-19
124228,75,Credit,521306.16,2022-11-16
198409,393,Debit,308226.14,2022-10-20
197278,421,Debit,505249.05,2020-01-29
167496,185,Debit,192592.37,2023-05-18
151537,1494,Debit,772962.98,2021-03-08
171930,940,Credit,901938.14,2021-11-06
150880,767,Debit,321963.46,2021-03-17
122428,1481,Credit,142402.65,2022-05-22
168423,1410,Credit,774114.61,2020-03-01
197468,710,Credit,15907.24,2021-10-20
130738,407,Credit,136315.83,2019-11-11
179219,920,Debit,406791.08,2022-09-30
173905,344,Credit,343663.98,2022-01-26
174368,176,Debit,22315.67,2019-04-06
177323,316,Credit,780681.03,2021-01-02
190987,1248,Credit,499152.47,2021-05-12
108316,1480,Credit,918811.71,2020-06-26
183514,569,Debit,602420.51,2022-03-30
194857,1475,Credit,682960.04,2021-04-10
127462,337,Debit,187913.64,2020-04-27
125337,1329,Debit,799879.65,2020-07-07
145762,1211,Credit,262805.94,2022-07-12
147249,1109,Credit,690114.01,2019-10-20
141195,831,Credit,194620.17,2024-02-29
186706,835,Credit,991419.86,2023-03-18
177595,285,Debit,76453.52,2023-12-23
142427,2,Debit,514417.95,2020-08-28
139128,775,Debit,568265.29,2023-08-09
126330,125,Debit,168499.39,2023-06-05
112999,1348,Debit,967314.13,2021-05-25
143375,346,Debit,216591.2,2020-09-24
133584,159,Debit,630694.15,2022-09-09
149254,1489,Debit,256145.66,2019-11-24
150564,315,Debit,74620.0,2022-12-30
161573,570,Debit,155553.68,2023-09-21
164859,195,Credit,330405.7,2022-04-30
173102,635,Credit,615209.6,2019-05-01
149229,1136,Credit,762132.41,2023-12-24
145806,1414,Credit,661477.56,2023-07-17
106131,159,Debit,83533.21,2023-06-10
111976,1001,Debit,587694.31,2019-09-21
185822,933,Credit,402339.1,2021-03-05
155302,621,Credit,514617.95,2022-01-28
154688,297,Debit,320165.13,2019-07-23
122254,571,Debit,103353.55,2022-10-31
158499,128,Debit,438410.16,2023-07-26
177884,1371,Credit,709193.37,2021-07-11
124185,1181,Credit,60735.4,2022-02-22
129099,1082,Credit,89472.22,2019-07-09
151962,67,Credit,518451.17,2023-07-05
106683,988,Credit,29936.6,2022-02-01
111080,1415,Debit,215418.57,2020-08-13
159445,757,Debit,728809.92,2020-12-06
119696,1126,Credit,370863.23,2024-01-21
176014,875,Credit,788119.36,2021-04-19
114372,1300,Debit,276739.76,2020-08-19
148153,765,Debit,9231.96,2020-11-08
105353,596,Credit,796833.32,2021-04-14
164442,1271,Credit,336978.36,2020-01-18
100369,1339,Debit,450101.31,2020-01-22
164291,121,Debit,205739.41,2024-01-26
170923,1002,Debit,765253.64,2022-03-13
196721,85,Credit,509954.93,2020-01-18
191641,214,Credit,315005.35,2024-03-11
